"Five-Year Graduation Rates, 2010-11"
"All Districts, Special Education Status"

"",,,,"Non-Graduates",,,
"District","District Code","Special Education Status","Five-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","Non-Special Education",27,"*","*","*","*"
"Ansonia School District","=""0020011""","Non-Special Education",166,"*","*","*","*"
"Ansonia School District","=""0020011""","Special Education",22,"*","*","*","*"
"Avon School District","=""0040011""","Non-Special Education",230,"*","*","*","*"
"Avon School District","=""0040011""","Special Education",25,0,0.0,0,0.0
"Berlin School District","=""0070011""","Non-Special Education",232,0,0.0,"*","*"
"Berlin School District","=""0070011""","Special Education",29,0,0.0,"*","*"
"Bethel School District","=""0090011""","Non-Special Education",223,"*","*","*","*"
"Bethel School District","=""0090011""","Special Education",27,"*","*","*","*"
"Bloomfield School District","=""0110011""","Non-Special Education",156,"*","*","*","*"
"Bloomfield School District","=""0110011""","Special Education",27,"*","*","*","*"
"Bolton School District","=""0120011""","Non-Special Education","*","*","*","*","*"
"Bolton School District","=""0120011""","Special Education","*","*","*","*","*"
"Branford School District","=""0140011""","Non-Special Education",248,0,0.0,"*","*"
"Branford School District","=""0140011""","Special Education",36,"*","*","*","*"
"Bridgeport School District","=""0150011""","Non-Special Education",1245,21,1.7,375,30.1
"Bridgeport School District","=""0150011""","Special Education",179,23,12.8,79,44.1
"Bristol School District","=""0170011""","Non-Special Education",629,8,1.3,94,14.9
"Bristol School District","=""0170011""","Special Education",76,6,7.9,12,15.8
"Brookfield School District","=""0180011""","Non-Special Education",253,0,0.0,9,3.6
"Brookfield School District","=""0180011""","Special Education",11,"*","*",0,"*"
"Canton School District","=""0230011""","Non-Special Education",103,"*","*","*","*"
"Canton School District","=""0230011""","Special Education",17,"*","*",0,"*"
"Capitol Region Education Council","=""2410014""","Non-Special Education",273,0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Special Education",28,"*","*","*","*"
"Cheshire School District","=""0250011""","Non-Special Education",334,0,0.0,"*","*"
"Cheshire School District","=""0250011""","Special Education",41,"*","*","*","*"
"Clinton School District","=""0270011""","Non-Special Education",126,0,0.0,6,4.8
"Clinton School District","=""0270011""","Special Education",19,0,"*",0,"*"
"Colchester School District","=""0280011""","Non-Special Education",224,"*","*","*","*"
"Colchester School District","=""0280011""","Special Education",27,"*","*","*","*"
"Common Ground High School District","=""2680013""","Non-Special Education",30,0,0.0,"*","*"
"Common Ground High School District","=""2680013""","Special Education",8,"*","*",0,"*"
"Connecticut Technical High School System","=""9000016""","Non-Special Education",2148,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Special Education",184,0,0.0,"*","*"
"Coventry School District","=""0320011""","Non-Special Education",133,"*","*","*","*"
"Coventry School District","=""0320011""","Special Education",20,"*","*","*","*"
"Cromwell School District","=""0330011""","Non-Special Education",147,0,0.0,"*","*"
"Cromwell School District","=""0330011""","Special Education",23,"*","*","*","*"
"Danbury School District","=""0340011""","Non-Special Education",682,11,1.6,106,15.5
"Danbury School District","=""0340011""","Special Education",75,6,8.0,17,22.7
"Darien School District","=""0350011""","Non-Special Education",291,0,0.0,8,2.7
"Darien School District","=""0350011""","Special Education",36,"*","*",0,0.0
"Derby School District","=""0370011""","Non-Special Education",115,"*","*","*","*"
