"Five-Year Graduation Rates, 2012-13"
"All Districts, English Learner Status"

"",,,,"Non-Graduates",,,
"District","District Code","English Learner Status","Five-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","=""2790013""","ELL","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Non-ELL","*","*","*","*","*"
"Ansonia School District","=""0020011""","ELL",13,"*","*","*","*"
"Ansonia School District","=""0020011""","Non-ELL",197,"*","*","*","*"
"Avon School District","=""0040011""","ELL","*","*","*","*","*"
"Avon School District","=""0040011""","Non-ELL","*","*","*","*","*"
"Berlin School District","=""0070011""","ELL","*","*","*","*","*"
"Berlin School District","=""0070011""","Non-ELL","*","*","*","*","*"
"Bethel School District","=""0090011""","ELL","*","*","*","*","*"
"Bethel School District","=""0090011""","Non-ELL","*","*","*","*","*"
"Bloomfield School District","=""0110011""","ELL","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Non-ELL","*","*","*","*","*"
"Bolton School District","=""0120011""","Non-ELL",82,"*","*","*","*"
"Branford School District","=""0140011""","ELL","*","*","*","*","*"
"Branford School District","=""0140011""","Non-ELL","*","*","*","*","*"
"Bridgeport School District","=""0150011""","ELL",173,"*","*","*","*"
"Bridgeport School District","=""0150011""","Non-ELL",1045,"*","*","*","*"
"Bristol School District","=""0170011""","ELL",24,"*","*","*","*"
"Bristol School District","=""0170011""","Non-ELL",605,"*","*","*","*"
"Brookfield School District","=""0180011""","ELL","*","*","*","*","*"
"Brookfield School District","=""0180011""","Non-ELL","*","*","*","*","*"
"Canton School District","=""0230011""","Non-ELL",124,"*","*",0,0.0
"Capitol Region Education Council","=""2410014""","ELL",9,0,"*",0,"*"
"Capitol Region Education Council","=""2410014""","Non-ELL",244,11,4.5,26,10.7
"Cheshire School District","=""0250011""","ELL","*","*","*","*","*"
"Cheshire School District","=""0250011""","Non-ELL","*","*","*","*","*"
"Clinton School District","=""0270011""","ELL","*","*","*","*","*"
"Clinton School District","=""0270011""","Non-ELL","*","*","*","*","*"
"Colchester School District","=""0280011""","ELL","*","*","*","*","*"
"Colchester School District","=""0280011""","Non-ELL","*","*","*","*","*"
"Common Ground High School District","=""2680013""","ELL","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Non-ELL","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","ELL",96,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Non-ELL",2377,0,0.0,"*","*"
"Coventry School District","=""0320011""","ELL","*","*","*","*","*"
"Coventry School District","=""0320011""","Non-ELL","*","*","*","*","*"
"Cromwell School District","=""0330011""","ELL","*","*","*","*","*"
"Cromwell School District","=""0330011""","Non-ELL","*","*","*","*","*"
"Danbury School District","=""0340011""","ELL",133,7,5.3,36,27.1
"Danbury School District","=""0340011""","Non-ELL",642,18,2.8,69,10.7
"Darien School District","=""0350011""","Non-ELL",316,"*","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Non-ELL","*","*","*","*","*"
"Derby School District","=""0370011""","ELL","*","*","*","*","*"
"Derby School District","=""0370011""","Non-ELL","*","*","*","*","*"
"East Granby School District","=""0400011""","Non-ELL",71,"*","*","*","*"
"East Haddam School District","=""0410011""","Non-ELL",99,0,0.0,"*","*"
"East Hampton School District","=""0420011""","ELL","*","*","*","*","*"
"East Hampton School District","=""0420011""","Non-ELL","*","*","*","*","*"
"East Hartford School District","=""0430011""","ELL",33,"*","*","*","*"
"East Hartford School District","=""0430011""","Non-ELL",513,"*","*","*","*"
"East Haven School District","=""0440011""","ELL","*","*","*","*","*"
"East Haven School District","=""0440011""","Non-ELL","*","*","*","*","*"
"East Lyme School District","=""0450011""","ELL","*","*","*","*","*"
"East Lyme School District","=""0450011""","Non-ELL","*","*","*","*","*"
"East Windsor School District","=""0470011""","ELL","*","*","*","*","*"
"East Windsor School District","=""0470011""","Non-ELL","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELL","*","*","*","*","*"
