"Six-Year Graduation Rates, 2012-13"
"All Districts, All Schools, Gender"

"",,,,"Graduates",
"District","School","Gender","Six-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","Amistad Academy","Female",12,11,91.7
"Amistad Academy District","Amistad Academy","Male",11,9,81.8
"Ansonia School District","Ansonia High School","Female",105,94,89.5
"Ansonia School District","Ansonia High School","Male",100,78,78.0
"Avon School District","Avon High School","Female",120,119,99.2
"Avon School District","Avon High School","Male",139,138,99.3
"Berlin School District","Berlin High School","Female",140,134,95.7
"Berlin School District","Berlin High School","Male",123,119,96.7
"Bethel School District","Bethel High School","Female",117,111,94.9
"Bethel School District","Bethel High School","Male",116,114,98.3
"Bloomfield School District","Bloomfield High School","Female",58,56,96.6
"Bloomfield School District","Bloomfield High School","Male",62,60,96.8
"Bloomfield School District","Global Experience Magnet School","Female",18,18,100.0
"Bloomfield School District","Global Experience Magnet School","Male",12,12,100.0
"Bloomfield School District","Learning Academy at Bloomfield","Female","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Male","*","*","*"
"Bolton School District","Bolton High School","Female",44,43,97.7
"Bolton School District","Bolton High School","Male",38,35,92.1
"Branford School District","Branford High School","Female",153,144,94.1
"Branford School District","Branford High School","Male",116,111,95.7
"Bridgeport School District","Bassick High School","Female",158,108,68.4
"Bridgeport School District","Bassick High School","Male",153,104,68.0
"Bridgeport School District","Central High School","Female",276,235,85.1
"Bridgeport School District","Central High School","Male",260,213,81.9
"Bridgeport School District","Harding High School","Female",165,118,71.5
"Bridgeport School District","Harding High School","Male",167,95,56.9
"Bristol School District","Bristol Central High School","Female",148,134,90.5
"Bristol School District","Bristol Central High School","Male",163,137,84.0
"Bristol School District","Bristol Eastern High School","Female",137,120,87.6
"Bristol School District","Bristol Eastern High School","Male",166,141,84.9
"Brookfield School District","Brookfield High School","Female",122,120,98.4
"Brookfield School District","Brookfield High School","Male",116,113,97.4
"Canton School District","Canton High School","Female",60,60,100.0
"Canton School District","Canton High School","Male",61,61,100.0
"Capitol Region Education Council","Academy of Aerospace and Engineering","Female",20,20,100.0
"Capitol Region Education Council","Academy of Aerospace and Engineering","Male",18,15,83.3
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Female",56,46,82.1
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Male",30,27,90.0
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Female",45,43,95.6
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Male",45,44,97.8
"Cheshire School District","Cheshire High School","Female",179,176,98.3
"Cheshire School District","Cheshire High School","Male",176,172,97.7
"Clinton School District","The Morgan School","Female",68,65,95.6
"Clinton School District","The Morgan School","Male",73,66,90.4
"Colchester School District","Bacon Academy","Female",126,123,97.6
"Colchester School District","Bacon Academy","Male",121,116,95.9
"Common Ground High School District","Common Ground High School","Female",16,14,87.5
"Common Ground High School District","Common Ground High School","Male",22,22,100.0
"Connecticut Technical High School System","A. I. Prince Technical High School","Female",92,87,94.6
"Connecticut Technical High School System","A. I. Prince Technical High School","Male",74,65,87.8
"Connecticut Technical High School System","Bullard-Havens Technical High School","Female",107,102,95.3
"Connecticut Technical High School System","Bullard-Havens Technical High School","Male",89,87,97.8
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Female",44,43,97.7
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Male",86,83,96.5
