"Five-Year Graduation Rates, 2012-13"
"All Districts, All Schools, Gender"

"",,,,,,"Graduates",
"District","District Code","School","School Code","Gender","Five-Year Cohort Count","Graduation Count","Graduation Rate"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Female",12,"*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Male",11,"*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Female",105,94,89.5
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Male",103,78,75.7
"Avon School District","=""0040011""","Avon High School","=""0046111""","Female",120,"*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Male",140,"*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Female",140,"*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Male",123,"*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Female",117,110,94.0
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Male",116,112,96.6
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Female",58,"*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Male",63,"*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Female",18,18,"*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Male",12,12,"*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Female","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Male","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Female",44,"*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Male",37,"*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Female",153,143,93.5
"Branford School District","=""0140011""","Branford High School","=""0146111""","Male",116,110,94.8
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Female",158,108,68.4
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Male",156,103,66.0
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Female",276,233,84.4
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Male",264,210,79.5
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Female",165,118,71.5
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Male",167,95,56.9
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Female",148,134,90.5
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Male",163,134,82.2
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Female",137,120,87.6
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Male",166,141,84.9
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Female",122,"*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Male",116,"*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Female",61,"*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Male",61,"*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Female",20,20,100.0
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Male",18,15,"*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Female",56,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Male",30,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Female",45,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Male",45,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Female",179,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Male",176,"*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Female",69,65,94.2
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Male",74,66,89.2
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Female",127,123,96.9
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Male",123,116,94.3
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Female",16,"*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""","Male",22,"*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Female",92,"*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Male",74,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Female",107,"*","*"
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Male",89,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Female",44,"*","*"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Male",86,"*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Female",61,"*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Male",58,"*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Female",61,"*","*"
